2021-10-14 10:42:40,135 INFO werkzeug MainThread :  * Restarting with stat
2021-10-14 10:42:41,979 WARNING werkzeug MainThread :  * Debugger is active!
2021-10-14 10:42:41,995 INFO werkzeug MainThread :  * Debugger PIN: 205-523-811
2021-10-14 10:42:42,628 INFO werkzeug Thread-1 :  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2021-10-14 10:42:50,109 INFO werkzeug Thread-2 : 127.0.0.1 - - [14/Oct/2021 10:42:50] "GET / HTTP/1.1" 200 -
2021-10-14 10:42:51,856 INFO werkzeug Thread-4 : 127.0.0.1 - - [14/Oct/2021 10:42:51] "[36mGET /static/styles/navbarStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:42:51,864 INFO werkzeug Thread-5 : 127.0.0.1 - - [14/Oct/2021 10:42:51] "[36mGET /static/styles/footerStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:42:51,880 INFO werkzeug Thread-3 : 127.0.0.1 - - [14/Oct/2021 10:42:51] "[36mGET /static/styles/eventslyStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:42:51,896 INFO werkzeug Thread-6 : 127.0.0.1 - - [14/Oct/2021 10:42:51] "[36mGET /static/styles/mapStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:42:51,904 INFO werkzeug Thread-7 : 127.0.0.1 - - [14/Oct/2021 10:42:51] "[36mGET /static/scripts/mapScripts.js HTTP/1.1[0m" 304 -
2021-10-14 10:43:01,909 INFO werkzeug Thread-8 : 127.0.0.1 - - [14/Oct/2021 10:43:01] "GET /register.html HTTP/1.1" 200 -
2021-10-14 10:43:01,981 INFO werkzeug Thread-9 : 127.0.0.1 - - [14/Oct/2021 10:43:01] "[36mGET /static/styles/eventslyStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:43:01,997 INFO werkzeug Thread-10 : 127.0.0.1 - - [14/Oct/2021 10:43:01] "[36mGET /static/styles/navbarStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:43:01,997 INFO werkzeug Thread-11 : 127.0.0.1 - - [14/Oct/2021 10:43:01] "[36mGET /static/styles/footerStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:43:01,997 INFO werkzeug Thread-12 : 127.0.0.1 - - [14/Oct/2021 10:43:01] "[36mGET /static/styles/signupStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:43:12,904 WARNING models Thread-14 : User {form.username.data} account was unable to be created
2021-10-14 10:43:12,914 INFO werkzeug Thread-14 : 127.0.0.1 - - [14/Oct/2021 10:43:12] "[32mPOST /register.html HTTP/1.1[0m" 302 -
2021-10-14 10:43:12,931 INFO werkzeug Thread-13 : 127.0.0.1 - - [14/Oct/2021 10:43:12] "GET /register.html HTTP/1.1" 200 -
2021-10-14 10:43:13,011 INFO werkzeug Thread-15 : 127.0.0.1 - - [14/Oct/2021 10:43:13] "[36mGET /static/styles/eventslyStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:43:13,011 INFO werkzeug Thread-16 : 127.0.0.1 - - [14/Oct/2021 10:43:13] "[36mGET /static/styles/navbarStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:43:13,019 INFO werkzeug Thread-17 : 127.0.0.1 - - [14/Oct/2021 10:43:13] "[36mGET /static/styles/footerStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:43:13,019 INFO werkzeug Thread-18 : 127.0.0.1 - - [14/Oct/2021 10:43:13] "[36mGET /static/styles/signupStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:44:19,453 INFO werkzeug MainThread :  * Detected change in 'C:\\Users\\cjfox\\Documents\\GitHub\\Eventsly\\app.py', reloading
2021-10-14 10:44:19,653 INFO werkzeug MainThread :  * Restarting with stat
2021-10-14 10:44:21,636 WARNING werkzeug MainThread :  * Debugger is active!
2021-10-14 10:44:21,668 INFO werkzeug MainThread :  * Debugger PIN: 205-523-811
2021-10-14 10:44:22,260 INFO werkzeug Thread-1 :  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2021-10-14 10:44:24,024 INFO werkzeug Thread-2 : 127.0.0.1 - - [14/Oct/2021 10:44:24] "GET /register.html HTTP/1.1" 200 -
2021-10-14 10:44:25,338 INFO werkzeug Thread-6 : 127.0.0.1 - - [14/Oct/2021 10:44:25] "[36mGET /static/styles/signupStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:44:25,338 INFO werkzeug Thread-4 : 127.0.0.1 - - [14/Oct/2021 10:44:25] "[36mGET /static/styles/navbarStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:44:25,338 INFO werkzeug Thread-3 : 127.0.0.1 - - [14/Oct/2021 10:44:25] "[36mGET /static/styles/eventslyStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:44:25,338 INFO werkzeug Thread-5 : 127.0.0.1 - - [14/Oct/2021 10:44:25] "[36mGET /static/styles/footerStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:44:37,180 WARNING models Thread-8 : User cjfox account was unable to be created
2021-10-14 10:44:37,180 INFO werkzeug Thread-8 : 127.0.0.1 - - [14/Oct/2021 10:44:37] "[32mPOST /register.html HTTP/1.1[0m" 302 -
2021-10-14 10:44:37,204 INFO werkzeug Thread-7 : 127.0.0.1 - - [14/Oct/2021 10:44:37] "GET /register.html HTTP/1.1" 200 -
2021-10-14 10:44:37,301 INFO werkzeug Thread-9 : 127.0.0.1 - - [14/Oct/2021 10:44:37] "[36mGET /static/styles/eventslyStyleSheet.css HTTP/1.1[0m" 304 -
2021-10-14 10:44:37,301 INFO werkzeug Thread-10 : 127.0.0.1 - - [14/Oct/2021 10:44:37] "[36mGET /static/styles/navbarStyleSheet.css HTTP/1.1[0m" 304 -
